Point_Index,VER_Speed,NOR_Speed,VER_RPM,NOR_RPM,VER_Throttle,NOR_Throttle,VER_Brake,NOR_Brake,VER_nGear,NOR_nGear,Speed_Gap_kmh,Speed_Leader
507,246.38610986666666,259.15499904,11196.3082688,11176.35534464,100.0,99.61500032,False,False,5,6,-12.76888917333335,NOR
508,248.0,261.0,11280.0,10514.0,100.0,99.0,False,False,6,6,-13.0,NOR
509,251.36428434285713,264.941544358541,11360.182110171429,10625.348628128784,100.0,99.49269304481763,False,False,6,6,-13.57726001568389,NOR
510,254.0,268.94989455366755,11423.0,10738.584521141107,100.0,99.99373681920844,False,False,6,6,-14.949894553667548,NOR
511,257.62045847272725,269.0,11279.790753745454,10740.0,100.0,100.0,False,False,6,7,-11.37954152727275,NOR
512,261.3022714181818,272.0,11134.154597236364,10827.0,100.0,100.0,False,False,6,7,-10.697728581818183,NOR
513,263.0,274.4624992,11067.0,10953.07995904,100.0,100.0,False,False,6,7,-11.462499200000025,NOR
514,276.8266658133333,276.4624992,11080.826665813333,11055.47995904,100.0,100.0,False,False,6,7,0.36416661333328193,VER
515,279.0,277.0,11083.0,11083.0,100.0,100.0,False,False,7,7,2.0,VER
516,279.40714422857144,279.0,11088.7000192,11125.0,100.0,100.0,False,False,7,7,0.4071442285714397,VER
517,280.97857097142855,284.66052581052634,11110.6999936,11375.9499776,100.0,100.0,False,False,7,7,-3.6819548390977843,NOR
518,281.0,285.0,11111.0,11391.0,100.0,100.0,False,False,7,7,-4.0,NOR
519,284.0,286.0,11218.0,11419.0,100.0,100.0,False,False,7,7,-2.0,NOR
520,284.4812496,286.8562496,11249.281224,11468.234352,100.0,100.0,False,False,7,7,-2.375,NOR
521,285.0,288.0,11283.0,11534.0,100.0,100.0,False,False,7,7,-3.0,NOR
522,285.80833493333336,288.2124992,11334.733435733333,11536.7624896,100.0,99.8937504,False,False,7,7,-2.404164266666669,NOR
523,287.0,290.0,11411.0,11560.0,100.0,99.0,False,False,7,7,-3.0,NOR
524,288.0,290.0708330666667,11369.0,11564.249984,100.0,99.07083306666667,False,False,7,7,-2.070833066666694,NOR
525,288.48500096,291.0,11385.49003264,11620.0,100.0,100.0,False,False,7,7,-2.5149990400000206,NOR
526,289.0,292.64999893333334,11403.0,11026.550383644444,100.0,99.45000035555556,False,False,7,7,-3.649998933333336,NOR
527,289.4812496,294.0,11435.2437232,10541.0,100.0,99.0,False,False,7,7,-4.518750399999988,NOR
528,290.0,294.27757967887936,11470.0,10507.968018213356,100.0,99.0,False,False,7,7,-4.277579678879363,NOR
529,292.0,294.91815013082424,11474.0,10431.740134431917,100.0,99.0,False,False,7,7,-2.9181501308242446,NOR
530,292.0,295.0,11499.966666666667,10422.0,100.0,99.0,False,False,7,8,-3.0,NOR
531,292.0,296.0,11556.0,10446.0,100.0,100.0,False,False,7,8,-4.0,NOR
532,293.3,296.76111217777776,10828.0,10467.691697066666,100.0,99.6194439111111,False,False,7,8,-3.46111217777775,NOR
533,294.0,297.8722232888889,10436.0,10499.358363733334,100.0,99.06388835555556,False,False,7,8,-3.872223288888904,NOR
534,295.0,298.0,10510.0,10503.0,100.0,99.0,False,False,8,8,-3.0,NOR
535,295.1636363636364,299.0,10516.218181818182,10550.0,100.0,99.0,False,False,8,8,-3.8363636363636147,NOR
536,296.3454545454546,299.18499968,10561.127272727274,10557.21498752,100.0,99.18499968,False,False,8,8,-2.8395451345454035,NOR
537,297.0,300.0,10586.0,10589.0,100.0,100.0,False,False,8,8,-3.0,NOR
538,297.0,300.07083413333334,10605.8,10590.983355733333,100.0,100.0,False,False,8,8,-3.070834133333335,NOR
539,297.0,300.9874997333333,10613.0,10616.649992533334,100.0,100.0,False,False,8,8,-3.9874997333333226,NOR
540,297.72180439550004,301.0,10633.210523074002,10617.0,100.0,100.0,False,False,8,8,-3.278195604499956,NOR
541,299.07518763706264,302.0,10671.105253837753,10638.0,100.0,99.0,False,False,8,8,-2.9248123629373595,NOR
542,300.0,302.4281256,10697.0,10658.9781544,100.0,99.0,False,False,8,8,-2.428125599999987,NOR
543,300.1541664,303.0,10694.9958368,10687.0,100.0,99.0,False,False,8,8,-2.8458335999999917,NOR
544,301.0,303.34642925714286,10684.0,10691.157151085714,100.0,99.34642925714286,False,False,8,8,-2.3464292571428587,NOR
545,301.3277774222222,303.84642834285717,10709.566638933333,10697.157140114286,100.0,99.84642834285714,False,False,8,8,-2.5186509206349683,NOR
546,302.0,304.0,10762.0,10699.0,100.0,100.0,False,False,8,8,-2.0,NOR
547,302.05607517628914,304.9812496,10766.037412692818,10747.5718552,100.0,100.0,False,False,8,8,-2.925174423710871,NOR
548,302.4299070265235,306.0,10792.953305909694,10798.0,100.0,100.0,False,False,8,8,-3.5700929734765054,NOR
549,303.0,306.0,10834.0,10791.72000256,100.0,100.0,False,False,8,8,-3.0,NOR
550,303.64166613333333,306.0,10837.208330666666,10790.0,100.0,100.0,False,False,8,8,-2.358333866666669,NOR
551,305.0,306.8562512,10844.0,10800.2750144,100.0,99.1437488,False,False,8,8,-1.8562511999999742,NOR
552,305.0,307.0,10846.325002057143,10802.0,100.0,99.0,False,False,8,8,-2.0,NOR
553,305.0,307.58409134545457,10847.0,10813.097735563637,100.0,99.0,False,False,8,8,-2.584091345454567,NOR
554,305.78499968,308.0,10892.52998144,10821.0,100.0,99.0,False,False,8,8,-2.2150003200000015,NOR
555,306.0,308.04250048,10905.0,10823.9750336,100.0,99.04250048,False,False,8,8,-2.042500480000001,NOR
556,306.19249984,308.84,10908.46499712,10879.8,100.0,99.84,False,False,8,8,-2.6475001599999928,NOR
557,306.74250048,309.0,10918.36500864,10891.0,100.0,100.0,False,False,8,8,-2.2574995200000103,NOR
558,307.0,309.0,10923.0,10891.240601465166,100.0,100.0,False,False,8,8,-2.0,NOR
559,308.0,309.0,10946.0,10892.0,100.0,100.0,False,False,8,8,-1.0,NOR
560,308.0,309.0708330666667,10945.44500096,10893.345828266667,100.0,99.92916693333333,False,False,8,8,-1.0708330666666939,NOR
561,308.0,309.9041664,10943.0,10909.1791616,100.0,99.0958336,False,False,8,8,-1.9041664000000083,NOR
562,309.0,310.0,10956.0,10911.0,100.0,99.0,False,False,8,8,-1.0,NOR
563,309.0,309.6750001777778,10956.897232355555,10904.500003555555,100.0,99.32499982222222,False,False,8,8,-0.6750001777778039,NOR
564,309.0,309.0,10975.0,10891.0,100.0,100.0,False,False,8,8,0.0,NOR
565,309.4812496,309.0,10978.8499968,10891.770832,100.0,100.0,False,False,8,8,0.4812496000000124,VER
566,310.0,309.0,10983.0,10896.0,100.0,100.0,False,False,8,8,1.0,VER
567,309.02500053333335,309.0,10964.962509866667,10881.61500672,100.0,100.0,False,False,8,8,0.025000533333354724,VER
568,308.0,309.0,10946.0,10875.0,100.0,100.0,False,False,8,8,-1.0,NOR
569,308.0,308.5722225777778,10947.94000384,10870.936114488888,100.0,100.0,False,False,8,8,-0.5722225777777794,NOR
570,308.0,307.4611114666667,10948.74000384,10860.380558933333,100.0,100.0,False,False,8,8,0.5388885333333064,VER
571,308.0,307.0,10950.0,10856.0,100.0,100.0,False,False,8,8,1.0,VER
572,307.5093752,307.0,10937.2437552,10839.03500928,100.0,100.0,False,False,8,8,0.5093752000000222,VER
573,307.0,307.0,10924.0,10827.0,100.0,100.0,False,False,8,8,0.0,NOR
574,306.7624992,305.02142902857145,10919.9624864,10805.235719314285,100.0,100.0,False,False,8,8,1.7410701714285324,VER
575,306.0,305.0,10907.0,10805.0,100.0,100.0,False,False,8,8,1.0,VER
576,305.23888782222224,305.0,10888.733307733333,10758.9562712,100.0,100.0,False,False,8,8,0.2388878222222388,VER
577,304.0,305.0,10859.0,10752.0,100.0,100.0,False,False,8,8,-1.0,NOR
578,304.0,304.0,10854.9624544,10714.0,100.0,100.0,False,False,8,8,0.0,NOR
579,304.0,304.0,10802.0,10714.270461784019,100.0,100.0,False,False,8,8,0.0,NOR
580,304.0,304.0,10800.666666666666,10716.0,100.0,100.0,False,False,8,8,0.0,NOR
581,304.0,304.0,10797.0,10703.0,100.0,100.0,False,False,8,8,0.0,NOR
582,303.68333333333334,303.72500022857145,10798.9,10708.7749952,100.0,100.0,False,False,8,8,-0.041666895238108737,NOR
583,303.0,303.0,10803.0,10724.0,100.0,100.0,False,False,8,8,0.0,NOR
584,303.56666666666666,303.9812496,10816.6,10716.1500032,100.0,100.0,False,False,8,8,-0.4145829333333495,NOR
585,304.0,304.0,10827.0,10716.0,100.0,100.0,False,False,8,8,0.0,NOR
586,304.0,304.0,10844.775,10701.0,100.0,100.0,False,False,8,8,0.0,NOR
587,304.0,304.0,10845.0,10700.81500032,100.0,100.0,False,False,8,8,0.0,NOR
588,304.0,304.0,10821.0,10700.0,100.0,100.0,False,False,8,8,0.0,NOR
589,303.72,304.0,10811.76,10714.624992,100.0,100.0,False,False,8,8,-0.2799999999999727,NOR
590,303.32,304.0,10798.56,10725.0,100.0,100.0,False,False,8,8,-0.6800000000000068,NOR
591,302.12,304.57083413333334,10758.96,10727.854170666667,100.0,100.0,False,False,8,8,-2.4508341333333306,NOR
592,302.0,305.0,10755.0,10730.0,100.0,100.0,False,False,8,8,-3.0,NOR
593,301.4451405752696,303.68333368888887,10675.655102263554,10643.100023466666,100.0,69.05834168888889,False,False,8,8,-2.2381931136192748,NOR
594,301.0,303.0,10612.0,10598.0,100.0,53.0,False,False,8,8,-2.0,NOR
595,299.3071442285714,300.4312464,10584.3500224,10621.9750336,64.4500288,10.187439999999995,False,False,8,8,-1.1241021714286035,NOR
596,298.0,300.0,10563.0,10626.0,37.0,3.0,False,False,8,8,-2.0,NOR
597,296.0,290.8214217142857,10136.0,11365.793409828571,0.0,0.24642651428571405,False,False,8,8,5.178578285714309,VER
598,290.45831466666664,290.0,9960.249408,11432.0,0.0,0.0,False,True,8,8,0.458314666666638,VER
599,271.01387022222224,257.0,9343.582741333334,9961.0,0.0,0.0,False,True,8,7,14.013870222222238,VER
600,261.0,254.34372,9026.0,9954.5186768,0.0,0.0,True,True,8,7,6.6562800000000095,VER
601,239.75997696000002,232.0,9218.93020928,9900.0,0.0,0.0,True,True,8,7,7.759976960000017,VER
602,237.0,228.57998848,9244.0,9900.0,0.0,0.0,True,True,8,7,8.420011520000003,VER
603,230.2714313142857,220.0,9667.339113142858,9900.0,0.0,0.0,True,True,8,6,10.271431314285707,VER
604,225.0,206.6624736,9999.0,9996.3939408,0.0,0.0,True,True,8,6,18.3375264,VER
605,196.22995968,176.0,9479.76927232,10218.0,0.0,0.0,True,True,8,6,20.229959680000007,VER
606,183.0,170.3,9241.0,9947.566666666668,0.0,0.0,True,True,6,6,12.699999999999989,VER
607,170.66998272,158.3,9506.78037248,9378.233333333334,0.0,0.0,True,True,6,6,12.369982719999996,VER
608,165.0,158.0,9629.0,9364.0,0.0,0.0,True,True,6,5,7.0,VER
609,159.2250048,141.0,9697.578068,9735.0,0.0,0.0,True,True,6,4,18.225004799999994,VER
610,141.0,105.1528356972576,9914.0,7217.208380946856,0.0,0.0,True,True,4,4,35.8471643027424,VER
611,130.1499904,103.0,8910.374112,7066.0,0.0,0.0,True,True,4,3,27.149990400000007,VER
612,129.0,96.41666844444444,8804.0,6678.900104533333,0.0,0.0,True,True,3,3,32.58333155555556,VER
613,115.0,93.0,7808.0,6478.0,0.0,0.0,True,False,3,3,22.0,VER
614,109.1125024,92.3833344,7497.9251263999995,6498.3499648,0.0,0.0,True,False,3,3,16.729168,VER
615,103.0,89.0,7176.0,6610.0,0.0,0.0,True,False,3,3,14.0,VER
616,101.0,88.2687504,6756.0,6493.7313136,0.0,0.0,True,False,3,3,12.731249599999998,VER
617,99.3374944,88.0,6658.3871712,6451.0,0.0,0.0,True,False,3,3,11.337494399999997,VER
618,94.67082773333334,86.73571474285714,6384.3871712,6516.742833371429,0.0,5.689283657142858,True,False,3,3,7.935112990476199,VER
619,94.0,86.0,6345.0,6555.0,0.0,9.0,True,False,3,3,8.0,VER
620,90.71666773333334,87.56999936,6473.460374933334,6660.18995712,2.8729157333333335,17.634996479999998,True,False,3,3,3.146668373333341,VER
621,86.0,88.0,6658.0,6689.0,7.0,20.0,False,False,3,3,-2.0,NOR
622,87.1062512,89.0,6700.5906712,6693.0,14.7437584,35.0,False,False,3,3,-1.8937487999999973,NOR
623,88.0,91.9749984,6735.0,6933.9748704,21.0,40.9499968,False,False,3,3,-3.974998400000004,NOR
624,88.3562512,92.0,6784.1626656,6936.0,27.0562704,41.0,False,False,3,3,-3.6437487999999973,NOR
625,89.0,96.4500032,6873.0,6987.916704,38.0,17.2666496,False,False,3,3,-7.450003199999998,NOR
626,91.07857554285714,98.0,7042.4039067428575,7006.0,44.23572662857143,9.0,False,False,3,3,-6.921424457142862,NOR
627,95.0,95.0,7362.0,6825.0,56.0,0.0,False,False,3,3,0.0,NOR
628,97.78571428571429,94.5187504,7168.114285714286,6745.3531912,24.8,0.0,False,False,3,3,3.26696388571429,VER
629,100.0,93.0187504,7014.0,6497.1031912,0.0,0.0,False,False,3,3,6.981249599999998,VER
630,99.74285714285715,93.0,6994.2,6494.0,0.0,0.0,False,False,3,3,6.742857142857147,VER
631,98.17142857142858,91.0,6873.2,6847.0,0.0,21.0,False,False,3,3,7.171428571428578,VER
632,98.0,91.14166826666667,6860.0,6828.370622933333,0.0,21.991677866666667,False,False,3,3,6.85833173333333,VER
633,95.77142857142857,93.0,6695.085714285714,6584.0,1.6714285714285715,35.0,False,False,3,3,2.7714285714285722,VER
634,94.0,96.0,6564.0,7072.0,3.0,39.0,False,False,3,3,-2.0,NOR
635,93.24,96.3187536,6564.76,7093.781496,7.56,39.3718792,False,False,3,3,-3.078753599999999,NOR
636,92.0,102.0,6566.0,7482.0,15.0,46.0,False,False,3,3,-10.0,NOR
637,93.0,103.4250048,6983.0,7727.95582848,25.0,52.55502208,False,False,3,3,-10.425004799999996,NOR
638,93.2,104.92499839999999,6994.5,7986.85472384,25.2,59.45499264,False,False,3,3,-11.72499839999999,NOR
639,95.0,107.0,7098.0,8345.0,27.0,69.0,False,False,3,3,-12.0,NOR
640,97.31428571428572,114.87999744,7506.857142857143,9082.76476032,36.25714285714286,84.75999488,False,False,3,3,-17.56571172571428,NOR
641,98.0,115.0,7628.0,9094.0,39.0,85.0,False,False,3,3,-17.0,NOR
642,100.32,132.0,7732.98,9780.0,44.8,92.0,False,False,3,3,-31.680000000000007,NOR
643,102.0,132.8500096,7809.0,9887.69621632,49.0,91.91499904,False,False,3,3,-30.850009599999993,NOR
644,109.48276374013517,142.0,8460.680696640864,11047.0,74.16929621681831,91.0,False,False,3,3,-32.51723625986483,NOR
645,113.0,142.76500864,8767.0,11079.04536192,86.0,91.68000768,False,False,3,3,-29.76500863999999,NOR
646,119.0,151.0,9444.0,11424.0,86.0,99.0,False,False,3,3,-32.0,NOR
647,122.36930293624643,154.46499712,9626.90501653909,11292.71510912,86.0,99.0,False,False,3,3,-32.095694183753565,NOR
648,133.0,169.0,10204.0,10742.0,86.0,99.0,False,False,3,4,-36.0,NOR
649,141.8156328,171.56500864,10975.7069328,10857.85289024,94.1375072,98.85749952,False,False,3,4,-29.74937584,NOR
650,146.0,180.56500864,11342.0,11264.35289024,98.0,98.35749952,False,False,3,4,-34.56500864,NOR
651,154.8312464,187.0,10621.7627936,11555.0,98.9812496,98.0,False,False,3,4,-32.1687536,NOR
652,164.0,194.2,9874.0,11249.8,100.0,98.0,False,False,3,4,-30.19999999999999,NOR
653,169.68929188571428,205.0,10472.639935085714,10792.0,100.0,98.0,False,False,3,5,-35.31070811428572,NOR
654,173.0,205.46666666666667,10821.0,10816.4,100.0,98.0,False,False,4,5,-32.46666666666667,NOR
655,181.37249728,212.0,11272.12985344,11158.0,100.0,98.0,False,False,4,5,-30.627502719999995,NOR
656,190.0,212.90452232216367,11737.0,11211.185912543224,100.0,98.18090446443273,False,False,4,5,-22.904522322163672,NOR
657,190.55250624,217.0,11687.23193792,11452.0,100.0,99.0,False,False,4,5,-26.447493759999986,NOR
658,191.85250624,218.75499904,11570.13193792,11598.24992,100.0,99.0,False,False,4,5,-26.902492800000005,NOR
659,203.0,220.0,10566.0,11702.0,100.0,99.0,False,False,4,5,-17.0,NOR
660,204.3361088,223.031248,10634.0387712,11107.875392,100.0,98.3937504,False,False,4,5,-18.6951392,NOR
661,216.0,225.0,11228.0,10722.0,100.0,98.0,False,False,5,5,-9.0,NOR
662,216.48571977142856,225.0,11243.421602742857,10610.432203885714,100.0,98.41785691428572,False,False,5,5,-8.514280228571437,NOR
663,224.0,225.0,11482.0,10455.0,100.0,99.0,False,False,5,6,-1.0,NOR
664,226.1937488,235.4666624,11674.3186448,10760.4957088,100.0,99.0,False,False,5,6,-9.272913599999981,NOR
665,227.0,241.0,11745.0,10922.0,100.0,99.0,False,False,5,6,-14.0,NOR
666,230.031256,242.4812496,11706.1999232,11096.7874528,100.0,99.0,False,False,5,6,-12.449993599999999,NOR
667,232.0,243.0,11681.0,11158.0,100.0,99.0,False,False,5,6,-11.0,NOR
668,236.9249984,248.84999679999999,11065.3752,11383.2248768,100.0,99.0,False,False,5,6,-11.924998399999993,NOR
669,239.0,251.0,10806.0,11466.0,100.0,99.0,False,False,6,6,-12.0,NOR
670,242.50454807272726,252.7124992,11006.927422836363,11525.937472,100.0,99.0,False,False,6,6,-10.207951127272736,NOR
671,245.0,254.0,11150.0,11571.0,100.0,99.0,False,False,6,6,-9.0,NOR
672,246.05714102857144,257.0,11168.499968,11609.0,100.0,99.0,False,False,6,6,-10.942858971428564,NOR
673,253.0,257.4500032,11290.0,11482.999104,100.0,99.0,False,False,6,6,-4.450003200000026,NOR
674,253.4624992,261.0,11325.9207712,10489.0,100.0,99.0,False,False,6,6,-7.537500800000004,NOR
675,256.0,264.2963977035165,11523.0,10588.551210646197,100.0,99.0,False,False,6,6,-8.296397703516504,NOR
676,257.01786057142857,266.0,11498.7749184,10640.0,100.0,99.0,False,False,6,7,-8.982139428571429,NOR
677,261.0,267.60416533333336,11404.0,10694.8624544,100.0,99.0,False,False,6,7,-6.604165333333356,NOR
678,263.8363636363636,271.0,11159.363636363636,10811.0,100.0,99.0,False,False,6,7,-7.163636363636385,NOR
679,267.1090909090909,273.0,10877.09090909091,10948.0,100.0,99.0,False,False,6,7,-5.890909090909076,NOR
680,269.0,274.15499904,10714.0,10990.92746432,100.0,99.0,False,False,7,7,-5.154999040000007,NOR
681,270.9555555555556,275.05500288,10797.111111111111,11024.37760704,100.0,99.0,False,False,7,7,-4.099447324444441,NOR
682,273.0,275.59499904,10884.0,11044.44746432,100.0,99.0,False,False,7,7,-2.5949990400000047,NOR
